fnirSoft:,Exported CSV File
Version:,4.3
ExportDate:,2/26/2025 10:17:45 AM
VariableInfo
Name:,oxygraph1.oxy.Time1
Size:,3023 x 1
Type:,Numeric
Content:,Time
Date:,2/26/2025 10:17:27 AM
Notes:,Time saved by Oxygraph from file C:\Users\NeuroLabPC_1\Documents\COBI Studio Data\sudeep data\Subject 03\SUB_03_01_02051427.oxy
Labels:,OXY,TIME
VariableData
Time

155.503
156.013
156.523
157.033
157.543
158.053
158.563
159.073
159.583
160.093
160.603
161.113
161.623
162.134
162.644
163.154
163.664
164.174
164.684
165.194
165.704
166.214
166.724
167.234
167.744
168.254
168.764
169.274
169.784
170.294
170.804
171.314
171.824
172.334
172.844
173.355
173.865
174.375
174.885
175.395
175.905
176.415
176.925
177.435
177.945
178.455
178.965
179.475
179.985
180.495
181.005
181.515
182.025
182.535
183.045
183.555
184.065
184.575
185.085
185.595
186.105
186.615
187.125
187.635
188.145
188.656
189.166
189.676
190.186
190.696
191.206
191.716
192.226
192.736
193.246
193.756
194.266
194.776
195.286
195.796
196.306
196.816
197.326
197.836
198.346
198.856
199.366
199.876
200.386
200.896
201.406
201.916
202.426
202.936
203.446
203.957
204.467
204.977
205.487
205.997
206.507
207.017
207.527
208.037
208.547
209.057
209.567
210.077
210.587
211.097
211.607
212.117
212.627
213.137
213.647
214.157
214.668
215.178
215.688
216.198
216.708
217.218
217.728
218.238
218.748
219.258
219.768
220.278
220.788
221.298
221.808
222.318
222.828
223.338
223.848
224.358
224.868
225.378
225.888
226.399
226.909
227.419
227.929
228.439
228.949
229.459
229.969
230.479
230.989
231.499
232.009
232.519
233.029
233.539
234.049
234.559
235.07
235.579
236.09
236.6
237.11
237.62
238.13
238.64
239.15
239.66
240.17
240.68
241.19
241.7
242.21
242.72
243.23
243.74
244.25
244.76
245.27
245.78
246.291
246.801
247.311
247.821
248.331
248.841
249.351
249.861
250.371
250.881
251.391
251.901
252.411
252.921
253.431
253.941
254.451
254.961
255.471
255.981
256.491
257.001
257.511
258.022
258.532
259.042
259.552
260.062
260.572
261.082
261.592
262.102
262.612
263.122
263.632
264.142
264.652
265.162
265.672
266.182
266.692
267.202
267.712
268.222
268.732
269.242
269.752
270.262
270.772
271.282
271.792
272.302
272.812
273.323
273.833
274.343
274.853
275.363
275.873
276.383
276.893
277.403
277.913
278.423
278.933
279.443
279.953
280.463
280.973
281.483
281.993
282.503
283.013
283.523
284.033
284.543
285.053
285.563
286.073
286.583
287.094
287.604
288.114
288.624
289.134
289.644
290.154
290.664
291.174
291.684
292.194
292.704
293.214
293.724
294.234
294.744
295.254
295.764
296.274
296.784
297.294
297.804
298.314
298.824
299.335
299.845
300.355
300.865
301.375
301.885
302.395
302.905
303.415
303.925
304.435
304.945
305.455
305.965
306.475
306.985
307.495
308.005
308.515
309.025
309.535
310.045
310.555
311.065
311.575
312.085
312.595
313.105
313.615
314.125
314.636
315.146
315.656
316.166
316.676
317.186
317.696
318.206
318.716
319.226
319.736
320.246
320.756
321.266
321.776
322.286
322.796
323.306
323.816
324.327
324.837
325.347
325.857
326.367
326.877
327.387
327.897
328.407
328.917
329.427
329.937
330.447
330.957
331.467
331.977
332.487
332.997
333.507
334.017
334.527
335.037
335.547
336.058
336.568
337.078
337.588
338.098
338.608
339.118
339.628
340.138
340.648
341.158
341.668
342.178
342.688
343.198
343.708
344.218
344.728
345.238
345.748
346.258
346.768
347.278
347.788
348.299
348.809
349.319
349.829
350.339
350.849
351.359
351.869
352.379
352.889
353.399
353.909
354.419
354.929
355.44
355.95
356.46
356.97
357.48
357.99
358.5
359.01
359.52
360.03
360.54
361.05
361.561
362.071
362.581
363.091
363.601
364.111
364.621
365.131
365.641
366.151
366.661
367.171
367.681
368.191
368.701
369.211
369.722
370.232
370.742
371.252
371.762
372.272
372.782
373.292
373.802
374.312
374.822
375.332
375.842
376.352
376.862
377.372
377.882
378.392
378.902
379.412
379.922
380.432
380.942
381.452
381.962
382.472
382.982
383.492
384.003
384.513
385.023
385.533
386.043
386.553
387.063
387.573
388.083
388.593
389.103
389.613
390.123
390.633
391.143
391.653
392.163
392.673
393.183
393.693
394.203
394.713
395.223
395.733
396.243
396.753
397.263
397.774
398.284
398.794
399.304
399.814
400.324
400.834
401.344
401.854
402.364
402.874
403.384
403.894
404.404
404.914
405.424
405.934
406.444
406.954
407.464
407.974
408.484
408.994
409.504
410.014
410.524
411.035
411.544
412.055
412.565
413.075
413.585
414.095
414.605
415.115
415.625
416.135
416.645
417.155
417.665
418.175
418.685
419.195
419.705
420.215
420.725
421.235
421.745
422.255
422.765
423.275
423.785
424.295
424.805
425.315
425.826
426.336
426.846
427.356
427.866
428.376
428.886
429.396
429.906
430.416
430.926
431.436
431.946
432.456
432.966
433.476
433.986
434.496
435.006
435.516
436.026
436.536
437.047
437.557
438.067
438.577
439.087
439.597
440.107
440.617
441.127
441.637
442.147
442.657
443.167
443.677
444.187
444.697
445.207
445.717
446.227
446.737
447.247
447.757
448.267
448.777
449.287
449.797
450.307
450.817
451.328
451.838
452.348
452.858
453.368
453.878
454.388
454.898
455.408
455.918
456.428
456.939
457.449
457.959
458.469
458.979
459.489
459.999
460.509
461.019
461.529
462.039
462.549
463.059
463.569
464.079
464.589
465.099
465.609
466.119
466.629
467.14
467.65
468.16
468.67
469.18
469.69
470.2
470.71
471.22
471.73
472.24
472.75
473.26
473.77
474.28
474.79
475.3
475.81
476.32
476.83
477.341
477.851
478.361
478.871
479.381
479.891
480.401
480.911
481.421
481.931
482.441
482.951
483.461
483.971
484.481
484.991
485.501
486.011
486.521
487.031
487.541
488.051
488.561
489.072
489.582
490.092
490.602
491.112
491.622
492.132
492.642
493.152
493.662
494.172
494.682
495.192
495.702
496.212
496.722
497.232
497.742
498.252
498.762
499.272
499.782
500.292
500.802
501.312
501.822
502.332
502.842
503.352
503.863
504.373
504.883
505.393
505.903
506.413
506.923
507.433
507.943
508.453
508.963
509.473
509.983
510.493
511.003
511.513
512.023
512.533
513.043
513.553
514.063
514.573
515.083
515.593
516.103
516.613
517.123
517.634
518.144
518.654
519.164
519.674
520.184
520.694
521.204
521.714
522.224
522.734
523.244
523.754
524.264
524.774
525.284
525.794
526.304
526.814
527.324
527.834
528.344
528.854
529.364
529.874
530.385
530.895
531.405
531.915
532.425
532.935
533.445
533.955
534.465
534.975
535.485
535.995
536.505
537.015
537.525
538.035
538.545
539.055
539.565
540.075
540.585
541.095
541.605
542.115
542.625
543.135
543.645
544.155
544.665
545.175
545.685
546.196
546.706
547.216
547.726
548.236
548.746
549.256
549.766
550.276
550.786
551.296
551.806
552.316
552.826
553.336
553.846
554.356
554.866
555.376
555.886
556.396
556.906
557.416
557.926
558.436
558.946
559.456
559.967
560.477
560.987
561.497
562.007
562.517
563.027
563.537
564.047
564.557
565.067
565.577
566.087
566.597
567.107
567.617
568.127
568.637
569.147
569.657
570.167
570.677
571.187
571.697
572.207
572.717
573.227
573.737
574.247
574.757
575.268
575.778
576.288
576.798
577.308
577.818
578.328
578.838
579.348
579.858
580.368
580.878
581.388
581.898
582.408
582.918
583.428
583.938
584.449
584.959
585.469
585.979
586.489
586.999
587.509
588.019
588.529
589.039
589.549
590.059
590.569
591.079
591.589
592.099
592.609
593.119
593.629
594.139
594.649
595.159
595.669
596.179
596.69
597.2
597.71
598.22
598.73
599.24
599.75
600.26
600.77
601.28
601.79
602.3
602.81
603.32
603.83
604.341
604.851
605.361
605.871
606.381
606.891
607.401
607.911
608.421
608.931
609.441
609.951
610.461
610.971
611.481
611.991
612.501
613.012
613.521
614.032
614.542
615.052
615.562
616.072
616.582
617.092
617.602
618.112
618.622
619.132
619.642
620.152
620.662
621.172
621.682
622.192
622.702
623.212
623.722
624.232
624.742
625.252
625.762
626.272
626.782
627.292
627.802
628.313
628.823
629.333
629.843
630.353
630.863
631.373
631.883
632.393
632.903
633.413
633.923
634.433
634.943
635.453
635.963
636.473
636.983
637.493
638.003
638.513
639.023
639.533
640.043
640.553
641.063
641.573
642.084
642.594
643.104
643.614
644.124
644.634
645.144
645.654
646.164
646.674
647.184
647.694
648.204
648.714
649.224
649.734
650.244
650.754
651.264
651.774
652.284
652.794
653.304
653.814
654.324
654.834
655.345
655.855
656.365
656.875
657.385
657.895
658.405
658.915
659.425
659.935
660.445
660.955
661.465
661.975
662.485
662.995
663.505
664.015
664.525
665.035
665.545
666.055
666.565
667.075
667.585
668.095
668.605
669.115
669.625
670.135
670.645
671.155
671.666
672.176
672.686
673.196
673.706
674.216
674.726
675.236
675.746
676.256
676.766
677.276
677.786
678.296
678.806
679.316
679.826
680.336
680.846
681.356
681.866
682.376
682.886
683.396
683.906
684.416
684.926
685.437
685.947
686.457
686.967
687.477
